Claude row-opening h5 → where the gold puts the same-text heading; pages scanned 1963

== ALL — Claude row-open h5: 728
  gold h4 deep → [('ENGJ402', 'ENGJ402_6_0.html', 'valentine'), ('ENGS302', 'ENGS302_6_0.html', 'basics of editing in film'), ('EXPFUN05', 'EXPFUN05_0_0.html', 'tipenes success criteria for be a learner'), ('EXPFUN05', 'EXPFUN05_0_0.html', 'edmunds success criteria for be a learner')]
  gold h5 deep → [('ENGJ402', 'ENGJ402_6_0.html', 'olive'), ('ENGS302', 'ENGS302_6_0.html', 'what is editing'), ('ENGS302', 'ENGS302_6_0.html', 'why is editing important'), ('EXPFUN02', 'EXPFUN02_0_0.html', 'poppys learning goal for be a learner')]
  gold h5 inline after video → [('ENGS301', 'ENGS301_2_0.html', 'trees inspire creativity')]
  gold h3 inline after row → [('ENGS302', 'ENGS302_2_0.html', 'protagonist')]
  gold h5 inline after list → [('ENGS302', 'ENGS302_2_0.html', 'antagonist')]
  gold h3 inline after h3 → [('TRR114', 'TRR114_1_0.html', 'finished'), ('TRR114', 'TRR114_1_0.html', 'what have i learned'), ('TRR304', 'TRR304_2_0.html', 'finished'), ('TRR304', 'TRR304_2_0.html', 'what have i learned')]
  gold h3 inline after alert → [('TRR114', 'TRR114_1_0.html', 'kua oti')]
  gold h4 inline after h4 → [('TRR203', 'TRR203_1_0.html', 'finished'), ('TRR203', 'TRR203_1_0.html', 'what have i learned')]
  gold h3 nested:alert → [('TWHK901', 'TWHK901_0_0.html', 'whakatauk')]
  gold h3 inline after activity → [('TWHK903', 'TWHK903_0_0.html', 'disinformation and misinformation')]
  gold h3 inline after list → [('TWHK903', 'TWHK903_0_0.html', 'common mistakes with social media')]
  gold h4 inline after WIDGET → [('XFUN01', 'XFUN01_0_0.html', 'change the light'), ('XTAS103', 'XTAS103_2_0.html', 'triangles'), ('XTAS103', 'XTAS103_2_0.html', 'squares')]
